satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
4,2,2,2,1,3,3,Non,12 %,32,F,5878,Marié(e),Consulting,Assistant de Direction,3,12,7,1,Non,1,2,1,5,2,Infra & Cloud,Occasionnel,2,5
3,3,1,4,4,2,4,Oui,21 %,36,M,2644,Célibataire,Commercial,Représentant Commercial,3,7,3,2,Non,0,3,1,2,4,Infra & Cloud,Occasionnel,1,2
3,3,2,3,3,3,3,Non,14 %,48,F,6439,Divorcé(e),Commercial,Cadre Commercial,8,18,8,7,Non,1,2,1,16,4,Infra & Cloud,Occasionnel,7,7
3,4,1,3,1,2,3,Non,18 %,29,M,2451,Marié(e),Consulting,Assistant de Direction,6,5,1,0,Non,2,2,1,9,3,Infra & Cloud,Occasionnel,0,0
1,3,2,1,4,1,3,Non,13 %,33,M,6392,Marié(e),Commercial,Cadre Commercial,2,8,2,2,Non,1,6,1,8,4,Infra & Cloud,Occasionnel,2,2
2,2,2,1,4,3,3,Non,11 %,30,M,9714,Marié(e),Commercial,Cadre Commercial,1,10,10,8,Oui,1,4,1,1,3,Infra & Cloud,Occasionnel,6,7
3,3,2,3,3,3,3,Non,11 %,38,M,6077,Marié(e),Ressources Humaines,Ressources Humaines,3,10,6,3,Non,0,2,1,10,4,Ressources Humaines,Frequent,1,2
4,2,1,1,2,3,3,Non,19 %,35,M,2450,Célibataire,Consulting,Consultant,1,3,3,0,Non,0,3,1,1,3,Transformation Digitale,Occasionnel,1,2
3,3,3,2,2,3,3,Non,12 %,30,M,9250,Marié(e),Commercial,Cadre Commercial,3,9,4,2,Non,1,3,1,29,4,Entrepreunariat,Occasionnel,1,3
1,3,1,1,4,3,3,Oui,12 %,35,F,2074,Divorcé(e),Consulting,Consultant,1,1,1,0,Oui,1,2,1,2,3,Infra & Cloud,Occasionnel,0,0
3,2,3,4,2,3,3,Non,16 %,53,F,10169,Marié(e),Consulting,Tech Lead,0,34,33,7,Oui,1,4,1,2,5,Entrepreunariat,Occasionnel,1,9
3,3,2,2,1,3,3,Non,11 %,38,M,4855,Marié(e),Consulting,Tech Lead,4,7,5,2,Oui,2,2,1,2,3,Transformation Digitale,Occasionnel,1,4
4,3,2,1,2,2,3,Non,14 %,32,M,4087,Marié(e),Consulting,Assistant de Direction,4,9,6,5,Non,1,3,1,1,4,Entrepreunariat,Aucun,1,2
3,3,1,1,4,2,3,Non,12 %,48,F,2367,Marié(e),Consulting,Assistant de Direction,8,10,8,2,Non,1,3,1,15,4,Autre,Occasionnel,7,6
1,3,1,4,3,1,3,Non,13 %,34,M,2972,Célibataire,Consulting,Assistant de Direction,1,1,1,0,Non,0,4,1,7,4,Transformation Digitale,Occasionnel,0,0
3,2,5,4,3,3,4,Non,21 %,55,M,19586,Marié(e),Commercial,Senior Manager,1,36,36,6,Non,1,3,1,26,5,Marketing,Occasionnel,2,13
2,3,2,4,2,2,3,Non,17 %,34,M,5484,Marié(e),Consulting,Assistant de Direction,9,9,2,2,Non,1,3,1,1,4,Infra & Cloud,Occasionnel,2,1
1,3,1,4,1,3,4,Non,21 %,26,F,2061,Marié(e),Consulting,Assistant de Direction,1,1,1,0,Non,0,5,1,3,3,Infra & Cloud,Occasionnel,0,0
3,3,2,2,4,3,3,Non,11 %,38,M,9924,Marié(e),Commercial,Cadre Commercial,0,10,9,8,Non,1,3,1,14,3,Infra & Cloud,Occasionnel,7,7
2,3,2,2,2,4,3,Non,12 %,38,F,4198,Célibataire,Commercial,Cadre Commercial,2,8,3,2,Non,0,5,1,16,3,Infra & Cloud,Occasionnel,1,2
2,3,2,3,1,3,3,Non,13 %,36,F,6815,Célibataire,Commercial,Cadre Commercial,6,15,1,0,Non,0,5,1,1,4,Infra & Cloud,Occasionnel,0,0
2,3,1,1,4,3,3,Oui,18 %,29,M,4723,Célibataire,Consulting,Consultant,1,10,10,9,Non,0,3,1,3,1,Transformation Digitale,Occasionnel,1,5
1,3,2,3,3,3,3,Oui,16 %,35,F,6142,Célibataire,Consulting,Manager,3,10,5,2,Non,0,4,1,10,4,Transformation Digitale,Occasionnel,0,4
4,4,3,3,1,3,3,Non,11 %,39,M,8237,Marié(e),Commercial,Cadre Commercial,2,11,7,6,Non,1,3,1,6,3,Transformation Digitale,Occasionnel,7,6
1,3,2,4,4,4,3,Non,19 %,29,M,8853,Divorcé(e),Consulting,Manager,1,6,6,4,Non,1,0,1,2,1,Infra & Cloud,Frequent,1,3
3,3,5,3,3,3,3,Oui,16 %,50,M,19331,Marié(e),Commercial,Senior Manager,4,27,1,0,Non,1,2,1,9,3,Marketing,Occasionnel,0,0
4,4,1,3,4,3,3,Non,16 %,23,M,2073,Marié(e),Consulting,Assistant de Direction,2,4,2,2,Non,1,2,1,10,3,Entrepreunariat,Occasionnel,2,2
1,4,2,1,4,3,3,Oui,13 %,36,M,5562,Marié(e),Consulting,Consultant,3,9,3,2,Non,1,3,1,6,4,Infra & Cloud,Frequent,0,2
4,2,5,4,4,3,4,Non,22 %,42,M,19613,Célibataire,Consulting,Senior Manager,8,24,1,0,Non,0,2,1,9,2,Autre,Occasionnel,0,1
2,4,2,3,4,2,3,Non,17 %,35,M,3407,Marié(e),Consulting,Consultant,1,10,10,9,Non,2,3,1,28,3,Infra & Cloud,Occasionnel,6,8
4,2,2,3,2,2,3,Non,14 %,34,M,5063,Marié(e),Consulting,Manager,1,8,8,2,Non,1,3,1,10,4,Entrepreunariat,Frequent,7,7
4,3,2,1,3,3,3,Non,15 %,40,F,4639,Marié(e),Commercial,Cadre Commercial,1,5,5,4,Non,1,2,1,14,2,Infra & Cloud,Occasionnel,1,2
4,4,1,2,3,3,3,Non,12 %,43,M,4876,Divorcé(e),Consulting,Consultant,5,8,6,4,Non,1,0,1,27,3,Entrepreunariat,Occasionnel,0,2
3,2,1,4,4,2,3,Non,18 %,35,M,2690,Marié(e),Consulting,Consultant,1,1,1,0,Non,1,5,1,7,2,Infra & Cloud,Occasionnel,0,1
4,4,4,1,2,1,3,Non,15 %,46,M,17567,Célibataire,Commercial,Senior Manager,1,27,26,0,Non,0,5,1,1,4,Infra & Cloud,Occasionnel,0,12
3,3,1,2,3,3,3,Oui,17 %,28,M,2408,Marié(e),Consulting,Consultant,1,1,1,1,Oui,3,3,1,24,3,Transformation Digitale,Occasionnel,0,0
2,2,1,3,2,2,3,Oui,14 %,22,F,2814,Marié(e),Consulting,Assistant de Direction,1,4,4,2,Non,0,2,1,26,2,Autre,Aucun,1,3
2,3,4,3,3,3,3,Oui,15 %,50,M,11245,Marié(e),Consulting,Manager,2,32,30,8,Non,1,3,1,20,5,Transformation Digitale,Frequent,12,13
2,4,1,4,4,3,3,Non,17 %,32,F,3312,Marié(e),Consulting,Assistant de Direction,3,6,3,2,Non,2,3,1,5,4,Autre,Occasionnel,0,2
2,3,5,4,4,2,3,Oui,14 %,44,F,19049,Divorcé(e),Consulting,Directeur Technique,0,23,22,7,Non,1,4,1,7,3,Transformation Digitale,Occasionnel,1,10
2,2,1,2,2,2,3,Non,12 %,30,M,2141,Marié(e),Consulting,Assistant de Direction,1,6,6,4,Non,1,3,1,7,3,Transformation Digitale,Occasionnel,1,1
3,1,2,1,1,3,3,Oui,14 %,45,F,5769,Célibataire,Consulting,Consultant,1,10,10,7,Non,0,3,1,5,5,Transformation Digitale,Occasionnel,1,4
1,2,2,1,1,3,3,Non,15 %,45,M,4385,Marié(e),Commercial,Cadre Commercial,1,10,10,7,Non,1,2,1,26,3,Marketing,Aucun,4,5
4,3,2,1,4,3,3,Non,13 %,31,M,5332,Célibataire,Commercial,Cadre Commercial,7,10,5,2,Non,0,3,1,2,4,Autre,Frequent,0,3
3,3,2,3,2,3,3,Oui,12 %,36,F,4663,Marié(e),Consulting,Tech Lead,9,7,3,2,Non,2,2,1,12,4,Infra & Cloud,Occasionnel,1,1
3,4,2,4,1,3,3,Non,13 %,34,M,4724,Divorcé(e),Consulting,Tech Lead,1,9,9,7,Non,1,3,1,10,4,Infra & Cloud,Frequent,7,2
3,3,1,1,4,2,3,Non,14 %,49,F,3211,Marié(e),Consulting,Consultant,1,10,9,6,Non,1,3,1,25,4,Infra & Cloud,Occasionnel,1,4
2,3,2,1,4,3,3,Non,13 %,39,M,5377,Marié(e),Consulting,Tech Lead,2,10,7,7,Non,3,3,1,10,5,Transformation Digitale,Occasionnel,7,7
4,2,1,1,1,3,3,Non,11 %,27,M,4066,Divorcé(e),Consulting,Consultant,1,7,7,7,Non,2,3,1,19,3,Autre,Occasionnel,0,7
2,4,2,1,4,3,3,Non,11 %,35,M,5208,Marié(e),Consulting,Assistant de Direction,1,16,16,15,Non,0,2,1,18,5,Infra & Cloud,Occasionnel,1,10
2,1,2,1,2,2,4,Non,21 %,28,F,4877,Divorcé(e),Consulting,Tech Lead,0,6,5,3,Non,1,5,1,27,3,Transformation Digitale,Occasionnel,0,0
3,3,1,4,3,3,3,Non,18 %,21,M,3117,Célibataire,Consulting,Assistant de Direction,1,3,2,2,Non,0,2,1,5,1,Transformation Digitale,Occasionnel,2,2
2,3,1,4,3,4,3,Oui,12 %,18,F,1569,Célibataire,Commercial,Représentant Commercial,1,0,0,0,Oui,0,2,1,3,2,Transformation Digitale,Frequent,0,0
4,3,5,3,3,3,3,Non,11 %,47,F,19658,Marié(e),Ressources Humaines,Senior Manager,3,27,5,2,Non,1,2,1,26,4,Infra & Cloud,Occasionnel,1,0
3,2,2,3,4,3,3,Non,15 %,39,M,3069,Divorcé(e),Consulting,Consultant,0,11,10,8,Non,1,3,1,3,2,Transformation Digitale,Occasionnel,0,7
1,2,3,3,4,3,3,Non,13 %,40,F,10435,Marié(e),Consulting,Tech Lead,1,18,18,15,Non,2,2,1,15,3,Infra & Cloud,Occasionnel,14,12
3,3,2,3,4,3,3,Non,12 %,35,F,4148,Marié(e),Consulting,Manager,1,15,14,11,Non,1,5,1,8,4,Infra & Cloud,Aucun,2,9
3,3,2,3,1,2,3,Non,17 %,37,M,5768,Marié(e),Consulting,Tech Lead,3,9,4,3,Non,3,2,1,19,3,Infra & Cloud,Occasionnel,0,2
1,3,2,3,4,1,3,Non,13 %,39,F,5042,Célibataire,Consulting,Tech Lead,0,10,9,2,Non,0,2,1,4,3,Transformation Digitale,Frequent,3,8
4,2,2,4,1,3,3,Non,19 %,45,F,5770,Divorcé(e),Consulting,Tech Lead,1,10,10,7,Non,2,3,1,2,2,Autre,Occasionnel,3,9
4,2,3,3,4,4,3,Oui,19 %,38,F,7756,Marié(e),Consulting,Tech Lead,3,10,5,4,Non,1,6,1,2,2,Transformation Digitale,Occasionnel,0,2
4,2,3,1,3,3,3,Non,17 %,35,M,10306,Marié(e),Commercial,Cadre Commercial,9,15,13,12,Oui,0,3,1,10,3,Transformation Digitale,Occasionnel,6,0
2,3,1,2,1,1,3,Non,11 %,37,F,3936,Marié(e),Consulting,Assistant de Direction,1,8,8,4,Non,1,2,1,10,3,Transformation Digitale,Occasionnel,7,7
3,3,3,4,4,2,3,Oui,15 %,40,F,7945,Célibataire,Consulting,Tech Lead,6,18,4,2,Non,0,2,1,16,3,Infra & Cloud,Occasionnel,3,3
1,3,2,4,3,3,3,Oui,11 %,44,M,5743,Marié(e),Ressources Humaines,Ressources Humaines,4,14,10,7,Non,0,3,1,1,5,Ressources Humaines,Frequent,0,2
3,2,4,4,2,3,4,Non,25 %,48,M,15202,Marié(e),Consulting,Senior Manager,2,23,2,2,Non,1,3,1,4,5,Transformation Digitale,Frequent,2,2
1,1,2,4,4,2,3,Oui,14 %,35,M,5440,Divorcé(e),Commercial,Cadre Commercial,6,7,2,2,Oui,2,2,1,15,2,Transformation Digitale,Occasionnel,2,2
1,3,1,4,3,3,3,Oui,13 %,24,F,3760,Célibataire,Consulting,Assistant de Direction,1,6,6,3,Non,0,2,1,2,1,Entrepreunariat,Frequent,1,3
2,4,1,3,1,3,3,Non,17 %,27,F,3517,Marié(e),Consulting,Assistant de Direction,7,5,3,2,Non,0,0,1,8,3,Transformation Digitale,Occasionnel,0,2
4,3,1,4,3,2,3,Non,13 %,27,M,2580,Célibataire,Consulting,Assistant de Direction,2,6,4,2,Non,0,0,1,2,3,Transformation Digitale,Frequent,1,2
1,3,1,1,2,1,3,Oui,14 %,40,M,2166,Célibataire,Consulting,Consultant,3,10,4,2,Oui,0,3,1,7,3,Infra & Cloud,Occasionnel,0,3
3,2,2,3,3,3,3,Non,11 %,29,M,5869,Célibataire,Commercial,Cadre Commercial,9,8,5,2,Non,0,2,1,10,3,Transformation Digitale,Occasionnel,1,4
2,3,3,1,3,3,3,Non,12 %,36,F,8008,Marié(e),Consulting,Manager,4,9,3,2,Non,2,6,1,5,4,Infra & Cloud,Occasionnel,0,2
4,4,2,3,3,3,3,Non,17 %,25,M,5206,Divorcé(e),Consulting,Tech Lead,1,7,7,7,Non,2,6,1,2,1,Infra & Cloud,Frequent,0,7
4,3,2,2,3,3,4,Non,21 %,39,M,5295,Marié(e),Consulting,Tech Lead,4,7,5,4,Non,0,3,1,12,3,Transformation Digitale,Occasionnel,1,0
1,3,4,2,2,3,3,Non,16 %,49,F,16413,Marié(e),Consulting,Directeur Technique,3,27,4,2,Non,2,2,1,22,4,Autre,Occasionnel,1,2
4,2,3,1,3,3,3,Non,15 %,50,F,13269,Divorcé(e),Consulting,Directeur Technique,5,19,14,11,Non,3,3,1,17,5,Infra & Cloud,Occasionnel,1,11
3,3,1,3,1,3,3,Non,19 %,20,F,2783,Célibataire,Commercial,Représentant Commercial,1,2,2,2,Non,0,3,1,2,3,Transformation Digitale,Occasionnel,2,2
4,3,2,2,3,3,3,Non,12 %,34,F,5433,Divorcé(e),Consulting,Assistant de Direction,1,11,11,8,Non,1,2,1,3,3,Infra & Cloud,Occasionnel,7,9
1,3,1,2,3,3,3,Non,11 %,36,M,2013,Célibataire,Consulting,Consultant,2,15,4,3,Non,0,4,1,7,3,Infra & Cloud,Occasionnel,1,3
3,2,4,3,2,3,3,Oui,19 %,49,F,13966,Marié(e),Consulting,Manager,2,30,15,11,Non,1,3,1,6,1,Infra & Cloud,Occasionnel,2,12
4,2,2,3,3,3,3,Non,15 %,36,F,4374,Marié(e),Consulting,Tech Lead,0,4,3,2,Non,0,6,1,1,4,Transformation Digitale,Aucun,1,2
4,4,2,1,1,3,4,Non,20 %,36,M,6842,Divorcé(e),Consulting,Manager,6,13,5,4,Non,1,3,1,3,2,Infra & Cloud,Occasionnel,0,4
2,3,4,3,3,3,4,Non,25 %,54,F,17426,Marié(e),Consulting,Senior Manager,3,36,10,8,Non,1,6,1,22,5,Transformation Digitale,Occasionnel,4,7
3,2,4,3,1,3,4,Non,24 %,43,M,17603,Marié(e),Consulting,Directeur Technique,1,14,14,10,Non,1,3,1,15,2,Infra & Cloud,Occasionnel,6,11
4,3,2,4,1,4,4,Oui,24 %,35,M,4581,Célibataire,Commercial,Cadre Commercial,3,13,11,9,Oui,0,2,1,12,4,Autre,Frequent,6,7
4,3,2,4,4,4,3,Non,15 %,38,M,4735,Marié(e),Consulting,Assistant de Direction,7,19,13,11,Non,2,4,1,1,3,Infra & Cloud,Frequent,2,9
1,2,2,2,2,2,3,Oui,13 %,29,M,4187,Divorcé(e),Commercial,Cadre Commercial,1,10,10,0,Non,1,3,1,5,3,Transformation Digitale,Occasionnel,0,9
4,3,2,4,3,3,3,Non,14 %,33,M,5505,Divorcé(e),Commercial,Cadre Commercial,1,6,6,2,Non,2,5,1,2,4,Transformation Digitale,Occasionnel,0,4
4,3,2,2,3,2,3,Non,13 %,32,M,5470,Divorcé(e),Consulting,Assistant de Direction,0,10,9,5,Non,2,4,1,2,3,Transformation Digitale,Occasionnel,1,6
1,3,2,4,1,3,3,Non,11 %,31,F,5476,Marié(e),Commercial,Cadre Commercial,1,10,10,0,Non,2,2,1,5,4,Infra & Cloud,Occasionnel,0,2
4,3,1,1,2,2,3,Oui,16 %,49,F,2587,Divorcé(e),Consulting,Consultant,4,17,2,2,Non,1,2,1,16,3,Transformation Digitale,Occasionnel,2,2
4,2,1,2,2,3,4,Non,22 %,38,F,2440,Célibataire,Consulting,Consultant,1,4,4,3,Non,0,3,1,2,3,Transformation Digitale,Frequent,3,3
2,4,4,2,3,3,3,Non,14 %,47,F,15972,Divorcé(e),Commercial,Senior Manager,6,29,3,2,Non,3,2,1,2,4,Infra & Cloud,Occasionnel,1,2
3,3,4,3,1,3,3,Non,14 %,49,M,15379,Célibataire,Consulting,Senior Manager,4,23,8,7,Non,0,2,1,1,3,Infra & Cloud,Occasionnel,0,0
4,3,3,3,4,3,3,Oui,16 %,41,M,7082,Célibataire,Commercial,Cadre Commercial,3,21,2,0,Non,0,2,1,23,2,Infra & Cloud,Occasionnel,0,2
4,3,1,1,1,3,3,Non,11 %,20,M,2728,Célibataire,Commercial,Représentant Commercial,1,2,2,2,Non,0,3,1,9,1,Infra & Cloud,Occasionnel,0,2
3,3,2,4,3,3,4,Oui,25 %,33,F,5368,Divorcé(e),Commercial,Cadre Commercial,1,7,6,5,Non,1,2,1,16,3,Infra & Cloud,Aucun,1,2
1,3,2,3,2,2,3,Non,14 %,36,M,5347,Marié(e),Consulting,Manager,6,10,3,2,Non,2,2,1,26,4,Infra & Cloud,Occasionnel,0,2
3,3,1,4,1,3,3,Oui,18 %,44,F,3195,Divorcé(e),Ressources Humaines,Ressources Humaines,4,8,2,2,Non,3,2,1,1,3,Infra & Cloud,Occasionnel,2,2
4,2,1,3,1,3,3,Oui,11 %,23,M,3989,Célibataire,Consulting,Consultant,1,5,5,4,Oui,0,2,1,8,1,Transformation Digitale,Occasionnel,1,2
4,3,1,3,4,2,3,Non,19 %,38,F,3306,Marié(e),Consulting,Consultant,7,7,0,0,Non,1,5,1,4,2,Transformation Digitale,Occasionnel,0,0
2,4,3,4,3,3,3,Non,15 %,53,M,7005,Marié(e),Consulting,Manager,3,11,4,3,Non,0,2,1,24,4,Transformation Digitale,Occasionnel,1,2
4,3,1,3,3,3,3,Oui,11 %,48,F,2655,Marié(e),Commercial,Représentant Commercial,2,19,9,7,Oui,2,3,1,7,2,Transformation Digitale,Frequent,7,7
4,3,1,2,1,3,3,Non,12 %,32,M,1393,Célibataire,Consulting,Consultant,1,1,1,0,Oui,0,2,1,2,4,Infra & Cloud,Occasionnel,0,0
4,3,1,4,3,3,4,Non,20 %,26,M,2570,Célibataire,Consulting,Consultant,1,7,7,7,Non,0,5,1,7,3,Transformation Digitale,Aucun,5,7
1,2,1,2,4,3,3,Non,12 %,55,M,3537,Divorcé(e),Consulting,Assistant de Direction,5,8,4,2,Non,1,1,1,22,3,Entrepreunariat,Occasionnel,1,2
2,2,2,4,3,4,3,Non,14 %,34,M,3986,Marié(e),Consulting,Consultant,1,15,15,10,Non,1,3,1,5,2,Transformation Digitale,Occasionnel,4,13
3,1,3,4,3,4,4,Non,20 %,60,M,10883,Divorcé(e),Consulting,Manager,3,19,1,0,Non,1,2,1,1,4,Transformation Digitale,Occasionnel,0,0
2,4,1,2,4,3,3,Non,18 %,33,M,2028,Marié(e),Consulting,Consultant,1,14,14,11,Non,3,6,1,21,3,Transformation Digitale,Occasionnel,2,13
3,1,2,4,3,2,3,Non,14 %,37,M,9525,Divorcé(e),Commercial,Cadre Commercial,1,6,6,3,Non,2,2,1,1,4,Transformation Digitale,Frequent,1,3
2,2,1,4,2,3,3,Non,12 %,34,F,2929,Marié(e),Consulting,Assistant de Direction,1,10,10,9,Non,0,3,1,19,3,Infra & Cloud,Occasionnel,8,7
3,3,1,4,2,3,4,Oui,21 %,23,M,2275,Divorcé(e),Commercial,Représentant Commercial,1,3,3,2,Oui,1,2,1,7,3,Infra & Cloud,Occasionnel,0,2
3,4,3,4,2,3,3,Oui,19 %,44,F,7879,Marié(e),Consulting,Manager,1,9,8,7,Non,1,2,1,2,3,Infra & Cloud,Occasionnel,6,7
1,2,1,4,3,4,3,Oui,14 %,35,M,4930,Célibataire,Consulting,Assistant de Direction,0,6,5,4,Non,0,2,1,2,4,Transformation Digitale,Frequent,1,4
4,3,2,4,1,3,3,Oui,17 %,43,M,7847,Marié(e),Commercial,Cadre Commercial,1,10,10,9,Non,1,3,1,2,3,Transformation Digitale,Occasionnel,8,8
3,4,1,3,4,3,3,Non,16 %,24,M,4401,Marié(e),Consulting,Assistant de Direction,1,5,5,3,Non,1,1,1,9,3,Transformation Digitale,Occasionnel,0,4
4,3,3,3,2,3,3,Non,12 %,41,M,9241,Célibataire,Commercial,Cadre Commercial,1,10,10,8,Non,0,3,1,6,3,Marketing,Occasionnel,8,7
4,3,1,3,3,3,3,Non,17 %,29,F,2974,Marié(e),Consulting,Consultant,9,9,5,3,Non,1,2,1,9,4,Transformation Digitale,Occasionnel,1,2
3,3,2,4,3,2,3,Non,15 %,36,F,4502,Célibataire,Commercial,Représentant Commercial,3,17,13,7,Non,0,2,1,2,4,Infra & Cloud,Occasionnel,6,7
3,2,3,3,4,2,4,Non,23 %,45,M,10748,Marié(e),Consulting,Manager,3,25,23,15,Non,1,3,1,1,1,Infra & Cloud,Aucun,14,4
4,1,1,3,3,3,3,Non,11 %,24,M,1555,Marié(e),Ressources Humaines,Ressources Humaines,1,1,1,0,Oui,1,2,1,22,1,Ressources Humaines,Occasionnel,0,0
3,1,4,3,3,1,3,Non,11 %,47,M,12936,Marié(e),Commercial,Cadre Commercial,7,25,23,5,Oui,0,3,1,9,3,Infra & Cloud,Frequent,14,10
4,1,1,3,3,4,3,Non,15 %,26,M,2305,Marié(e),Consulting,Consultant,1,3,3,2,Non,3,3,1,17,4,Transformation Digitale,Occasionnel,0,2
4,2,4,2,3,3,3,Non,11 %,45,F,16704,Célibataire,Consulting,Directeur Technique,1,21,21,6,Non,0,2,1,28,2,Entrepreunariat,Occasionnel,8,6
1,3,1,3,1,2,3,Non,13 %,32,M,3433,Marié(e),Consulting,Assistant de Direction,6,10,5,2,Non,1,3,1,10,3,Infra & Cloud,Frequent,1,3
2,3,1,3,4,4,3,Non,14 %,31,M,3477,Marié(e),Consulting,Consultant,1,6,5,2,Non,1,2,1,2,4,Infra & Cloud,Occasionnel,0,3
3,1,2,2,2,3,3,Non,19 %,41,M,6430,Marié(e),Ressources Humaines,Ressources Humaines,6,10,3,2,Non,1,4,1,4,3,Ressources Humaines,Aucun,1,2
2,3,2,1,2,3,3,Oui,16 %,40,F,6516,Marié(e),Consulting,Tech Lead,2,18,1,0,Non,1,3,1,8,2,Infra & Cloud,Occasionnel,0,0
2,3,1,1,2,4,3,Non,13 %,24,M,3907,Divorcé(e),Consulting,Consultant,1,6,6,2,Non,3,2,1,29,1,Transformation Digitale,Occasionnel,1,2
3,3,2,2,4,3,3,Non,14 %,46,M,5562,Célibataire,Consulting,Manager,6,19,10,7,Non,0,3,1,13,4,Infra & Cloud,Occasionnel,0,9
4,3,2,3,2,3,3,Non,16 %,35,M,6883,Marié(e),Consulting,Tech Lead,2,17,7,7,Non,1,3,1,27,4,Infra & Cloud,Occasionnel,0,7
2,3,1,4,2,2,3,Non,12 %,30,M,2862,Marié(e),Consulting,Assistant de Direction,1,10,10,0,Non,1,2,1,16,1,Infra & Cloud,Occasionnel,0,8
3,3,2,2,4,1,3,Non,11 %,47,M,4978,Marié(e),Commercial,Cadre Commercial,7,4,1,0,Non,1,3,1,2,4,Marketing,Aucun,0,0
3,3,3,4,2,2,3,Oui,12 %,46,M,10368,Divorcé(e),Commercial,Cadre Commercial,4,13,10,6,Non,1,5,1,2,3,Infra & Cloud,Occasionnel,0,3
2,2,2,1,2,3,3,Oui,13 %,36,M,6134,Divorcé(e),Commercial,Cadre Commercial,5,16,2,2,Oui,3,3,1,13,5,Marketing,Occasionnel,2,2
1,1,2,2,2,3,3,Non,15 %,32,M,6735,Célibataire,Commercial,Cadre Commercial,6,10,0,0,Oui,0,2,1,1,2,Infra & Cloud,Occasionnel,0,0
3,3,1,2,3,1,3,Non,13 %,23,F,3295,Célibataire,Consulting,Consultant,1,3,3,2,Non,0,3,1,4,1,Transformation Digitale,Occasionnel,1,2
4,3,2,4,4,2,4,Non,20 %,31,F,5238,Célibataire,Consulting,Tech Lead,2,9,5,4,Non,0,3,1,24,1,Entrepreunariat,Frequent,1,4
4,3,2,4,4,3,3,Oui,15 %,39,M,6472,Marié(e),Consulting,Consultant,1,9,9,8,Non,1,2,1,1,3,Infra & Cloud,Aucun,5,8
4,1,3,3,3,1,3,Non,13 %,32,M,9610,Marié(e),Commercial,Cadre Commercial,3,10,4,3,Non,1,2,1,19,3,Infra & Cloud,Occasionnel,0,2
2,3,5,2,2,2,3,Non,14 %,40,M,19833,Célibataire,Commercial,Senior Manager,1,21,21,8,Non,0,3,1,7,4,Transformation Digitale,Occasionnel,12,8
3,1,3,3,3,4,4,Non,21 %,45,F,9756,Marié(e),Ressources Humaines,Ressources Humaines,4,9,5,0,Non,2,2,1,4,3,Infra & Cloud,Occasionnel,0,3
4,2,1,1,4,3,3,Non,16 %,30,F,4968,Célibataire,Consulting,Assistant de Direction,0,10,9,7,Non,0,2,1,2,4,Entrepreunariat,Frequent,0,7
1,3,1,4,4,3,3,Non,14 %,24,M,2145,Marié(e),Ressources Humaines,Ressources Humaines,0,3,2,2,Non,1,2,1,10,3,Transformation Digitale,Frequent,2,1
3,2,1,4,3,2,3,Non,11 %,30,F,2180,Divorcé(e),Ressources Humaines,Ressources Humaines,6,6,4,2,Oui,1,0,1,8,3,Ressources Humaines,Frequent,1,2
1,3,2,3,3,3,3,Non,19 %,31,M,8346,Marié(e),Commercial,Cadre Commercial,1,6,5,2,Non,1,3,1,5,3,Entrepreunariat,Occasionnel,0,2
3,3,1,4,3,2,3,Non,11 %,27,F,3445,Célibataire,Consulting,Assistant de Direction,1,6,6,2,Non,0,5,1,8,3,Transformation Digitale,Occasionnel,1,4
2,1,1,2,3,3,3,Non,13 %,29,F,2760,Célibataire,Commercial,Représentant Commercial,1,2,2,2,Oui,0,3,1,9,3,Marketing,Occasionnel,2,2
4,4,2,3,4,4,3,Oui,12 %,29,M,6294,Célibataire,Consulting,Manager,8,10,3,2,Non,0,5,1,1,3,Infra & Cloud,Frequent,0,2
3,2,3,1,1,3,3,Non,11 %,30,M,7140,Divorcé(e),Commercial,Cadre Commercial,2,12,7,7,Non,1,2,1,15,2,Marketing,Occasionnel,1,7
4,4,1,4,1,3,3,Oui,14 %,34,M,2932,Marié(e),Consulting,Assistant de Direction,0,6,5,0,Non,3,3,1,2,4,Transformation Digitale,Occasionnel,1,2
4,3,2,2,4,2,3,Non,15 %,33,F,5147,Célibataire,Commercial,Cadre Commercial,8,13,11,7,Non,0,2,1,2,3,Marketing,Aucun,1,7
4,3,2,4,3,4,3,Non,12 %,49,F,4507,Célibataire,Commercial,Cadre Commercial,3,8,5,1,Non,0,1,1,11,4,Marketing,Occasionnel,0,4
1,3,3,1,3,2,4,Oui,20 %,33,F,8564,Célibataire,Commercial,Cadre Commercial,2,11,0,0,Oui,0,2,1,16,3,Infra & Cloud,Occasionnel,0,0
3,2,1,2,2,2,3,Non,14 %,38,F,2468,Marié(e),Consulting,Consultant,4,9,6,1,Non,1,4,1,2,2,Transformation Digitale,Frequent,0,5
